OBJECTID;Id;Lon;Lat;Z_DSM;BEAR_PREV;DIST_PREV_m;Z_sampled;dZ;POINT_X;POINT_Y;POINT_Z
495;495;39.02478788;51.4756328;82.4588;185.3724;9.3008;83.5;1.0412;39.02478788;51.4756328;0
496;496;39.02477663;51.47555806;82.7666;185.3724;8.3527;83.5;0.7334;39.02477663;51.47555806;0
497;497;39.0247641;51.47547489;84.8007;185.3724;9.2941;83.5;-1.3007;39.0247641;51.47547489;0
498;498;39.02475233;51.47539671;84.7151;185.3724;8.7367;83.5;-1.2151;39.02475233;51.47539671;0
499;499;39.02474074;51.47531974;82.5855;185.3724;8.6006;83.5;0.9145;39.02474074;51.47531974;0
500;500;39.02473079;51.47525367;84.417;185.3724;7.3835;83.5;-0.917;39.02473079;51.47525367;0
501;501;39.02471913;51.47517624;86.8114;185.3725;8.6529;83.5;-3.3114;39.02471913;51.47517624;0
502;502;39.02470743;51.47509856;85.9184;185.3725;8.6803;83.5;-2.4184;39.02470743;51.47509856;0
503;503;39.0246971;51.47502998;87.5138;185.3725;7.6635;83.5;-4.0138;39.0246971;51.47502998;0
504;504;39.02467065;51.47495179;89.2394;191.9291;8.8914;83.5;-5.7394;39.02467065;51.47495179;0
505;505;39.02464841;51.47488853;88.8839;192.3804;7.2061;83.5;-5.3839;39.02464841;51.47488853;0
506;506;39.02462097;51.47481045;91.3175;192.3804;8.8932;83.5;-7.8175;39.02462097;51.47481045;0
507;507;39.02459401;51.47473374;91.4518;192.3804;8.7376;83.5;-7.9518;39.02459401;51.47473374;0
508;508;39.02457103;51.47466838;90.01;192.3804;7.4454;83.5;-6.51;39.02457103;51.47466838;0
509;509;39.02454612;51.4745975;89.5693;192.3805;8.0738;83.5;-6.0693;39.02454612;51.4745975;0
510;510;39.02452294;51.47453156;89.2295;192.3805;7.5106;83.5;-5.7295;39.02452294;51.47453156;0
511;511;39.02449945;51.47446473;89.8196;192.3805;7.612;83.5;-6.3196;39.02449945;51.47446473;0
512;512;39.02447773;51.47440293;92.793;192.3805;7.0395;83.5;-9.293;39.02447773;51.47440293;0
513;513;39.02445176;51.47432906;95.2453;192.3805;8.4149;83.5;-11.7453;39.02445176;51.47432906;0
514;514;39.02442476;51.47425225;94.8745;192.3806;8.7485;83.5;-11.3745;39.02442476;51.47425225;0
515;515;39.02440153;51.47418615;94.7196;192.3806;7.5295;83.5;-11.2196;39.02440153;51.47418615;0
516;516;39.02437751;51.47411782;91.5763;192.3806;7.783;83.5;-8.0763;39.02437751;51.47411782;0
517;517;39.02435031;51.47404043;93.4246;192.3806;8.8151;83.5;-9.9246;39.02435031;51.47404043;0
518;518;39.02432578;51.47397064;92.4588;192.3806;7.9493;83.5;-8.9588;39.02432578;51.47397064;0
519;519;39.02430008;51.47389754;93.1541;192.3807;8.3275;83.5;-9.6541;39.02430008;51.47389754;0
520;520;39.0242741;51.47382361;91.4127;192.3807;8.4211;83.5;-7.9127;39.0242741;51.47382361;0
521;521;39.02425167;51.4737598;91.1033;192.3807;7.2677;83.5;-7.6033;39.02425167;51.4737598;0
522;522;39.02422771;51.47369165;90.6099;192.3807;7.763;83.5;-7.1099;39.02422771;51.47369165;0
523;523;39.02420433;51.47362513;90.758;192.3807;7.5775;83.5;-7.258;39.02420433;51.47362513;0
524;524;39.02417869;51.47355219;90.8797;192.3807;8.3084;83.5;-7.3797;39.02417869;51.47355219;0
525;525;39.0241566;51.47348935;90.8024;192.3808;7.1577;83.5;-7.3024;39.0241566;51.47348935;0
526;526;39.02412931;51.47341171;90.9092;192.3808;8.8432;83.5;-7.4092;39.02412931;51.47341171;0
527;527;39.02410588;51.47334504;90.361;192.3808;7.5943;83.5;-6.861;39.02410588;51.47334504;0
528;528;39.02407915;51.473269;92.5133;192.3808;8.6618;83.5;-9.0133;39.02407915;51.473269;0
529;529;39.02405141;51.47319007;90.2833;192.3808;8.9898;83.5;-6.7833;39.02405141;51.47319007;0
530;530;39.02402777;51.47312283;92.0823;192.3809;7.6599;83.5;-8.5823;39.02402777;51.47312283;0
531;531;39.0240059;51.47306061;90.3588;192.3809;7.0865;83.5;-6.8588;39.0240059;51.47306061;0
532;532;39.02398087;51.47298939;90.8982;192.3809;8.1131;83.5;-7.3982;39.02398087;51.47298939;0
533;533;39.02395727;51.47292224;92.1219;192.3809;7.6482;83.5;-8.6219;39.02395727;51.47292224;0
534;534;39.02393098;51.47284745;90.2443;192.3809;8.5192;83.5;-6.7443;39.02393098;51.47284745;0
535;535;39.02390652;51.47277786;92.1675;192.3809;7.9267;83.5;-8.6675;39.02390652;51.47277786;0
536;536;39.02388487;51.47271627;90.8573;192.381;7.0154;83.5;-7.3573;39.02388487;51.47271627;0
537;537;39.02386232;51.47265213;89.9881;192.381;7.3057;83.5;-6.4881;39.02386232;51.47265213;0
538;538;39.02383614;51.47257764;91.1042;192.381;8.4857;83.5;-7.6042;39.02383614;51.47257764;0
539;539;39.02380891;51.47250017;92.1444;192.381;8.8244;83.5;-8.6444;39.02380891;51.47250017;0
540;540;39.02378614;51.47243538;91.9422;192.381;7.3791;83.5;-8.4422;39.02378614;51.47243538;0
541;541;39.02376427;51.47237317;90.4133;192.3811;7.0862;83.5;-6.9133;39.02376427;51.47237317;0
542;542;39.02373848;51.47229979;91.7752;192.3811;8.359;83.5;-8.2752;39.02373848;51.47229979;0
543;543;39.02371199;51.47222443;89.7373;192.3811;8.5838;83.5;-6.2373;39.02371199;51.47222443;0
544;544;39.02369071;51.4721639;91.0862;192.3811;6.8943;83.5;-7.5862;39.02369071;51.4721639;0
545;545;39.02366261;51.47208395;91.0915;192.3811;9.1072;83.5;-7.5915;39.02366261;51.47208395;0
546;546;39.02363796;51.47201381;90.9906;192.3811;7.9895;83.5;-7.4906;39.02363796;51.47201381;0
547;547;39.02361147;51.47193845;92.1764;192.3812;8.5843;83.5;-8.6764;39.02361147;51.47193845;0
548;548;39.02359011;51.47187769;92.4713;192.3812;6.9201;83.5;-8.9713;39.02359011;51.47187769;0
549;549;39.02356757;51.47181356;91.6574;192.3812;7.3053;83.5;-8.1574;39.02356757;51.47181356;0
550;550;39.0235433;51.47174452;92.4912;192.3812;7.8637;83.5;-8.9912;39.0235433;51.47174452;0
551;551;39.02351751;51.47167115;90.9281;192.3812;8.3581;83.5;-7.4281;39.02351751;51.47167115;0
552;552;39.02349074;51.47159499;92.2497;192.3813;8.675;83.5;-8.7497;39.02349074;51.47159499;0
553;553;39.023463;51.47151606;90.2594;192.3813;8.9903;83.5;-6.7594;39.023463;51.47151606;0
554;554;39.0234409;51.47145319;92.2928;192.3813;7.1619;83.5;-8.7928;39.0234409;51.47145319;0
555;555;39.02341627;51.47138312;90.1144;192.3813;7.981;83.5;-6.6144;39.02341627;51.47138312;0
556;556;39.02339056;51.47130998;91.8391;192.3813;8.3307;83.5;-8.3391;39.02339056;51.47130998;0
557;557;39.02336598;51.47124005;91.6283;192.3814;7.966;83.5;-8.1283;39.02336598;51.47124005;0
558;558;39.02334381;51.47117697;91.6369;192.3814;7.185;83.5;-8.1369;39.02334381;51.47117697;0
559;559;39.02331854;51.47110508;93.0232;192.3814;8.1885;83.5;-9.5232;39.02331854;51.47110508;0
560;560;39.02329054;51.47102542;91.2402;192.3814;9.0742;83.5;-7.7402;39.02329054;51.47102542;0
561;561;39.02326641;51.47095677;92.215;192.3814;7.8197;83.5;-8.715;39.02326641;51.47095677;0
562;562;39.02323909;51.47087905;91.0757;192.3814;8.8524;83.5;-7.5757;39.02323909;51.47087905;0
563;563;39.02321722;51.47081683;89.5036;192.3815;7.0873;83.5;-6.0036;39.02321722;51.47081683;0
564;564;39.02319181;51.47074453;90.6897;192.3815;8.2357;83.5;-7.1897;39.02319181;51.47074453;0
565;565;39.02317041;51.47068366;90.9699;192.3815;6.9335;83.5;-7.4699;39.02317041;51.47068366;0
566;566;39.02314602;51.47061428;89.7831;192.3815;7.9025;83.5;-6.2831;39.02314602;51.47061428;0
567;567;39.02312102;51.47054316;89.8267;192.3815;8.1014;83.5;-6.3267;39.02312102;51.47054316;0
568;568;39.02309382;51.47046578;91.3514;192.3816;8.8146;83.5;-7.8514;39.02309382;51.47046578;0
569;569;39.02307247;51.47040503;90.2211;192.3816;6.9189;83.5;-6.7211;39.02307247;51.47040503;0
570;570;39.02304509;51.47032714;90.9024;192.3816;8.8722;83.5;-7.4024;39.02304509;51.47032714;0
571;571;39.02302391;51.47026686;89.6528;192.3816;6.8663;83.5;-6.1528;39.02302391;51.47026686;0
572;572;39.02299908;51.47019622;89.9373;192.3816;8.0464;83.5;-6.4373;39.02299908;51.47019622;0
573;573;39.02297744;51.47013466;89.541;192.3816;7.0123;83.5;-6.041;39.02297744;51.47013466;0
574;574;39.02295483;51.47007033;91.0986;192.3817;7.3274;83.5;-7.5986;39.02295483;51.47007033;0
575;575;39.02293213;51.47000577;90.5853;192.3817;7.3539;83.5;-7.0853;39.02293213;51.47000577;0
576;576;39.02290615;51.46993186;89.4648;192.3817;8.4196;83.5;-5.9648;39.02290615;51.46993186;0
577;577;39.0228792;51.46985519;90.1952;192.3817;8.7332;83.5;-6.6952;39.0228792;51.46985519;0
578;578;39.02285218;51.46977831;89.2122;192.3817;8.7564;83.5;-5.7122;39.02285218;51.46977831;0
579;579;39.02282561;51.4697027;91.4239;192.3818;8.6123;83.5;-7.9239;39.02282561;51.4697027;0
580;580;39.02279868;51.46962609;88.8957;192.3818;8.7268;83.5;-5.3957;39.02279868;51.46962609;0
581;581;39.022771;51.46954735;89.8262;192.3818;8.9693;83.5;-6.3262;39.022771;51.46954735;0
582;582;39.02274805;51.46948206;88.9389;192.3818;7.4363;83.5;-5.4389;39.02274805;51.46948206;0
583;583;39.02272201;51.46940799;88.454;192.3818;8.4375;83.5;-4.954;39.02272201;51.46940799;0
584;584;39.02269951;51.46934396;90.5891;192.3818;7.2935;83.5;-7.0891;39.02269951;51.46934396;0
585;585;39.02267478;51.4692736;90.5783;192.3819;8.014;83.5;-7.0783;39.02267478;51.4692736;0
586;586;39.02264806;51.4691976;88.4294;192.3819;8.6573;83.5;-4.9294;39.02264806;51.4691976;0
587;587;39.02262663;51.46913664;88.4317;192.3819;6.9438;83.5;-4.9317;39.02262663;51.46913664;0
588;588;39.02259856;51.46905676;91.614;192.3819;9.099;83.5;-8.114;39.02259856;51.46905676;0
589;589;39.02257503;51.46898983;91.1276;192.3819;7.6241;83.5;-7.6276;39.02257503;51.46898983;0
590;590;39.0225483;51.46891379;90.5869;192.382;8.6614;83.5;-7.0869;39.0225483;51.46891379;0
591;591;39.02252186;51.46883855;88.9245;192.382;8.5699;83.5;-5.4245;39.02252186;51.46883855;0
592;592;39.02249487;51.46876179;89.8343;192.382;8.744;83.5;-6.3343;39.02249487;51.46876179;0
593;593;39.02247291;51.4686993;89.7251;192.382;7.1173;83.5;-6.2251;39.02247291;51.4686993;0
594;594;39.02244651;51.46862418;91.2896;192.382;8.5572;83.5;-7.7896;39.02244651;51.46862418;0
595;595;39.02242374;51.4685594;89.4176;192.3821;7.3781;83.5;-5.9176;39.02242374;51.4685594;0
596;596;39.02239867;51.46848807;91.479;192.3821;8.125;83.5;-7.979;39.02239867;51.46848807;0
597;597;39.02237244;51.46841347;90.3498;192.3821;8.4976;83.5;-6.8498;39.02237244;51.46841347;0
598;598;39.02234527;51.46833616;92.0791;192.3821;8.8066;83.5;-8.5791;39.02234527;51.46833616;0
599;599;39.02232239;51.46827108;89.7625;192.3821;7.4129;83.5;-6.2625;39.02232239;51.46827108;0
600;600;39.02230031;51.46820826;90.6636;192.3821;7.1552;83.5;-7.1636;39.02230031;51.46820826;0
601;601;39.02227753;51.46814346;89.7631;192.3822;7.3821;83.5;-6.2631;39.02227753;51.46814346;0
602;602;39.02225599;51.46808218;90.8243;192.3822;6.9801;83.5;-7.3243;39.02225599;51.46808218;0
603;603;39.02222973;51.46800747;88.8475;192.3822;8.5093;83.5;-5.3475;39.02222973;51.46800747;0
604;604;39.02220276;51.46793074;90.4299;192.3822;8.7402;83.5;-6.9299;39.02220276;51.46793074;0
605;605;39.02217575;51.46785388;91.6605;192.3822;8.7549;83.5;-8.1605;39.02217575;51.46785388;0
606;606;39.02215049;51.46778203;88.7487;192.3823;8.1849;83.5;-5.2487;39.02215049;51.46778203;0
607;607;39.02212336;51.46770484;89.7227;192.3823;8.7923;83.5;-6.2227;39.02212336;51.46770484;0
608;608;39.02209981;51.46763785;89.8079;192.3823;7.6304;83.5;-6.3079;39.02209981;51.46763785;0
609;609;39.022075;51.46756726;89.4272;192.3823;8.0411;83.5;-5.9272;39.022075;51.46756726;0
610;610;39.02205249;51.46750321;89.6843;192.3823;7.2951;83.5;-6.1843;39.02205249;51.46750321;0
611;611;39.02202838;51.46743463;91.6168;192.3824;7.812;83.5;-8.1168;39.02202838;51.46743463;0
612;612;39.022007;51.46737379;89.3765;192.3824;6.9294;83.5;-5.8765;39.022007;51.46737379;0
613;613;39.02198159;51.46730151;90.4242;192.3824;8.2334;83.5;-6.9242;39.02198159;51.46730151;0
614;614;39.02195457;51.46722464;90.6193;192.3824;8.7558;83.5;-7.1193;39.02195457;51.46722464;0
615;615;39.02192892;51.46715165;89.38;192.3824;8.3142;83.5;-5.88;39.02192892;51.46715165;0
616;616;39.02190201;51.4670751;89.4626;192.3824;8.7202;83.5;-5.9626;39.02190201;51.4670751;0
617;617;39.02187578;51.46700047;89.6874;192.3825;8.5002;83.5;-6.1874;39.02187578;51.46700047;0
618;618;39.02184816;51.46692192;91.5255;192.3825;8.9479;83.5;-8.0255;39.02184816;51.46692192;0
619;619;39.02182072;51.46684383;89.6573;192.3825;8.8946;83.5;-6.1573;39.02182072;51.46684383;0
620;620;39.02179675;51.46677565;91.8683;192.3825;7.7668;91.5428;-0.3255;39.02179675;51.46677565;0
621;621;39.02177061;51.46670129;92.0181;192.3825;8.4701;91.5428;-0.4753;39.02177061;51.46670129;0
622;622;39.02174873;51.46663902;90.1811;192.3826;7.0923;91.5428;1.3617;39.02174873;51.46663902;0
623;623;39.02172361;51.46656755;89.1731;192.3826;8.1412;91.5428;2.3697;39.02172361;51.46656755;0
624;624;39.02169878;51.46649692;92.0004;192.3826;8.0449;91.8069;-0.1935;39.02169878;51.46649692;0
625;625;39.02167446;51.46642773;89.5935;192.3826;7.8818;91.8069;2.2134;39.02167446;51.46642773;0
626;626;39.02165314;51.46636709;90.1055;192.3826;6.9074;91.8069;1.7014;39.02165314;51.46636709;0
627;627;39.02162507;51.46628723;91.8082;192.3827;9.0969;91.8069;-0.0013;39.02162507;51.46628723;0
628;628;39.0216024;51.46622273;90.6368;192.3827;7.3465;91.0505;0.4137;39.0216024;51.46622273;0
629;629;39.02158032;51.46615992;89.4355;192.3827;7.155;91.0505;1.615;39.02158032;51.46615992;0
630;630;39.02155792;51.46609618;90.2484;192.3827;7.2599;91.0505;0.8021;39.02155792;51.46609618;0
631;631;39.0215317;51.46602159;90.2552;192.3827;8.4962;91.0505;0.7953;39.0215317;51.46602159;0
632;632;39.02150468;51.46594472;91.6206;192.3827;8.7565;90.6931;-0.9275;39.02150468;51.46594472;0
633;633;39.02148007;51.4658747;90.9009;192.3828;7.976;90.6931;-0.2078;39.02148007;51.4658747;0
634;634;39.02145503;51.46580345;92.1849;192.3828;8.115;90.6931;-1.4918;39.02145503;51.46580345;0
635;635;39.02142799;51.46572654;91.8253;192.3828;8.7611;90.6931;-1.1322;39.02142799;51.46572654;0
636;636;39.02140116;51.4656502;90.9399;192.3828;8.6957;90.6098;-0.3301;39.02140116;51.4656502;0
637;637;39.02137889;51.46558684;91.41;192.3828;7.2174;90.6098;-0.8002;39.02137889;51.46558684;0
638;638;39.02135378;51.4655154;91.0029;192.3829;8.1366;90.6098;-0.3931;39.02135378;51.4655154;0
639;639;39.02133074;51.46544986;92.3041;192.3829;7.4662;90.6098;-1.6943;39.02133074;51.46544986;0
640;640;39.0213035;51.46537236;89.6064;192.3829;8.8271;91.0197;1.4133;39.0213035;51.46537236;0
641;641;39.02127934;51.46530362;90.8129;192.3829;7.8306;91.0197;0.2068;39.02127934;51.46530362;0
642;642;39.02125378;51.46523092;90.6739;192.3829;8.281;91.0197;0.3458;39.02125378;51.46523092;0
643;643;39.02123212;51.46516929;89.4014;192.3829;7.0205;91.0197;1.6183;39.02123212;51.46516929;0
644;644;39.0212046;51.46509101;90.6246;192.383;8.9166;90.6471;0.0225;39.0212046;51.46509101;0
645;645;39.02117932;51.46501909;91.8514;192.383;8.1916;90.6471;-1.2043;39.02117932;51.46501909;0
646;646;39.02115164;51.46494034;89.7216;192.383;8.9702;90.6471;0.9255;39.02115164;51.46494034;0
647;647;39.0211287;51.46487506;91.8787;192.383;7.4355;90.6471;-1.2316;39.0211287;51.46487506;0
648;648;39.02110365;51.4648038;90.6934;192.383;8.117;90.8793;0.1859;39.02110365;51.4648038;0
649;649;39.02107734;51.46472895;91.3727;192.3831;8.526;90.8793;-0.4934;39.02107734;51.46472895;0
650;650;39.02103448;51.46467459;91.6877;206.2186;6.742;90.8793;-0.8084;39.02103448;51.46467459;0
651;651;39.0209771;51.46461789;90.9762;212.2963;7.4628;90.8793;-0.0969;39.0209771;51.46461789;0
652;652;39.02093138;51.46457271;91.1783;212.2964;5.9468;90.5708;-0.6075;39.02093138;51.46457271;0
653;653;39.02087404;51.46451604;91.2946;212.2964;7.4584;90.5708;-0.7238;39.02087404;51.46451604;0
654;654;39.02081945;51.4644621;89.6929;212.2964;7.1003;90.5708;0.8779;39.02081945;51.4644621;0
655;655;39.02075924;51.4644026;89.1423;212.2965;7.8311;90.5708;1.4285;39.02075924;51.4644026;0
656;656;39.02071162;51.46435554;90.1174;212.2965;6.1942;90.5708;0.4534;39.02071162;51.46435554;0
657;657;39.02065841;51.46430295;89.3947;212.2965;6.921;92.4531;3.0584;39.02065841;51.46430295;0
658;658;39.02060538;51.46425055;89.4498;212.2965;6.8972;92.4531;3.0033;39.02060538;51.46425055;0
659;659;39.02055478;51.46420055;91.8054;212.2966;6.5811;92.4531;0.6477;39.02055478;51.46420055;0
660;660;39.02050492;51.46415127;89.6032;212.2966;6.4857;92.4531;2.8499;39.02050492;51.46415127;0
661;661;39.02044719;51.46409422;92.3262;212.2966;7.5089;92.4531;0.1269;39.02044719;51.46409422;0
662;662;39.02039503;51.46404269;92.0588;212.2967;6.7834;92.4531;0.3943;39.02039503;51.46404269;0
663;663;39.02034124;51.46398953;91.6278;212.2967;6.9969;91.415;-0.2128;39.02034124;51.46398953;0
664;664;39.02028339;51.46393236;90.2094;212.2967;7.5239;91.415;1.2056;39.02028339;51.46393236;0
665;665;39.02022917;51.46387878;90.1149;212.2967;7.0521;91.415;1.3001;39.02022917;51.46387878;0
666;666;39.02017623;51.46382646;90.5592;212.2968;6.8866;91.415;0.8558;39.02017623;51.46382646;0
667;667;39.02011823;51.46376915;90.9104;212.2968;7.5431;91.2364;0.326;39.02011823;51.46376915;0
668;668;39.02005951;51.46371113;90.5612;212.2968;7.6371;91.5014;0.9402;39.02005951;51.46371113;0
669;669;39.02001095;51.46366314;90.5399;212.2969;6.3164;91.5014;0.9615;39.02001095;51.46366314;0
670;670;39.01995608;51.46360892;90.0785;212.2969;7.1364;91.5014;1.4229;39.01995608;51.46360892;0
671;671;39.0198962;51.46354974;89.8755;212.2969;7.7887;91.5014;1.6259;39.0198962;51.46354974;0
672;672;39.01984722;51.46350134;90.5742;212.297;6.3708;91.0098;0.4356;39.01984722;51.46350134;0
673;673;39.01978922;51.46344402;92.522;212.297;7.5444;90.8156;-1.7064;39.01978922;51.46344402;0
674;674;39.01973344;51.4633889;92.2404;212.297;7.2548;90.8156;-1.4248;39.01973344;51.4633889;0
675;675;39.01968381;51.46333985;89.8879;212.2971;6.4558;90.8156;0.9277;39.01968381;51.46333985;0
676;676;39.01963442;51.46329105;90.0501;212.2971;6.4233;90.8156;0.7655;39.01963442;51.46329105;0
677;677;39.01957595;51.46323326;92.4677;212.2971;7.6058;90.8156;-1.6521;39.01957595;51.46323326;0
678;678;39.01951731;51.46317532;91.9125;212.2971;7.6262;91.1981;-0.7144;39.01951731;51.46317532;0
679;679;39.01947077;51.46312933;91.2291;212.2972;6.0532;91.1981;-0.031;39.01947077;51.46312933;0
680;680;39.01941712;51.46307631;91.0528;212.2972;6.9791;91.1981;0.1453;39.01941712;51.46307631;0
681;681;39.01937176;51.46303149;90.5564;212.2972;5.8992;91.1981;0.6417;39.01937176;51.46303149;0
682;682;39.01932519;51.46298546;90.2008;212.2973;6.058;91.1981;0.9973;39.01932519;51.46298546;0
683;683;39.01927535;51.46293621;90.9962;212.2973;6.4827;91.9018;0.9056;39.01927535;51.46293621;0
684;684;39.01922076;51.46288227;89.9939;212.2973;7.0998;93.4763;3.4824;39.01922076;51.46288227;0
685;685;39.01917331;51.46283538;92.067;212.2973;6.1711;93.4763;1.4093;39.01917331;51.46283538;0
686;686;39.01912095;51.46278364;91.9601;212.2974;6.8108;93.4763;1.5162;39.01912095;51.46278364;0
687;687;39.01907475;51.46273798;90.7352;212.2974;6.0093;93.4763;2.7411;39.01907475;51.46273798;0
688;688;39.01901976;51.46268364;89.9326;212.2974;7.1529;97.2328;7.3002;39.01901976;51.46268364;0
689;689;39.01896595;51.46263047;91.4208;212.2975;6.998;97.3478;5.927;39.01896595;51.46263047;0
690;690;39.01891833;51.46258341;89.5033;212.2975;6.1942;97.3478;7.8445;39.01891833;51.46258341;0
691;691;39.01886412;51.46252983;89.2499;212.2975;7.0514;97.3478;8.0979;39.01886412;51.46252983;0
692;692;39.0188182;51.46248445;91.1179;212.2975;5.9728;97.3478;6.2299;39.0188182;51.46248445;0
693;693;39.01876898;51.46243582;90.2189;212.2976;6.4018;97.3478;7.1289;39.01876898;51.46243582;0
694;694;39.01872027;51.46238768;90.2343;212.2976;6.3357;97.3478;7.1135;39.01872027;51.46238768;0
695;695;39.01866304;51.46233113;89.7746;212.2976;7.4439;98.3988;8.6242;39.01866304;51.46233113;0
696;696;39.01860621;51.46227497;90.1197;212.2977;7.3918;98.3988;8.2791;39.01860621;51.46227497;0
697;697;39.01854973;51.46221915;89.5399;212.2977;7.3462;98.3988;8.8589;39.01854973;51.46221915;0
698;698;39.01850104;51.46217104;91.9687;212.2977;6.3326;98.3988;6.4301;39.01850104;51.46217104;0
699;699;39.01844832;51.46211894;90.1407;212.2977;6.857;97.5165;7.3758;39.01844832;51.46211894;0
700;700;39.01839639;51.46206763;91.6146;212.2978;6.7541;98.9091;7.2945;39.01839639;51.46206763;0
701;701;39.01833815;51.46201007;89.2627;212.2978;7.5763;98.9091;9.6464;39.01833815;51.46201007;0
702;702;39.01828874;51.46196124;91.3576;212.2978;6.4267;98.9091;7.5515;39.01828874;51.46196124;0
703;703;39.01823329;51.46190645;91.0877;212.2979;7.2115;98.9091;7.8214;39.01823329;51.46190645;0
704;704;39.01818066;51.46185444;87.9938;212.2979;6.8457;98.8494;10.8556;39.01818066;51.46185444;0
705;705;39.01812238;51.46179684;88.481;212.2979;7.5811;99.0331;10.5521;39.01812238;51.46179684;0
706;706;39.0180628;51.46173797;90.1517;212.298;7.7495;99.0331;8.8814;39.0180628;51.46173797;0
707;707;39.0180083;51.46168411;88.1725;212.298;7.0883;99.0331;10.8606;39.0180083;51.46168411;0
708;708;39.01795901;51.46163541;90.6311;212.298;6.4107;99.0331;8.402;39.01795901;51.46163541;0
709;709;39.01790275;51.46157981;87.9674;212.2981;7.3178;99.0331;11.0657;39.01790275;51.46157981;0
710;710;39.0178485;51.46152619;87.6576;212.2981;7.0568;99.1442;11.4866;39.0178485;51.46152619;0
711;711;39.0177978;51.46147609;88.4407;212.2981;6.5945;99.1442;10.7035;39.0177978;51.46147609;0
712;712;39.01774451;51.46142343;89.3304;212.2981;6.9309;99.1442;9.8138;39.01774451;51.46142343;0
713;713;39.01768908;51.46136866;88.2537;212.2982;7.2094;99.1442;10.8905;39.01768908;51.46136866;0
714;714;39.01763919;51.46131936;88.5041;212.2982;6.4891;99.1442;10.6401;39.01763919;51.46131936;0
715;715;39.01758962;51.46127037;88.8348;212.2982;6.4479;100.1302;11.2954;39.01758962;51.46127037;0
716;716;39.01753102;51.46121246;89.5003;212.2983;7.6224;98.5889;9.0886;39.01753102;51.46121246;0
717;717;39.01747847;51.46116054;87.2025;212.2983;6.8345;98.5889;11.3864;39.01747847;51.46116054;0
718;718;39.01741891;51.46110167;87.1206;212.2983;7.7475;98.5889;11.4683;39.01741891;51.46110167;0
719;719;39.01736197;51.4610454;88.3457;212.2984;7.4064;98.5889;10.2432;39.01736197;51.4610454;0
720;720;39.01731456;51.46099856;90.1352;212.2984;6.1661;99.8479;9.7127;39.01731456;51.46099856;0
721;721;39.01726579;51.46095036;88.7638;212.2984;6.3434;100.3542;11.5904;39.01726579;51.46095036;0
722;722;39.01721502;51.4609002;89.0411;212.2984;6.603;100.3542;11.3131;39.01721502;51.4609002;0
723;723;39.01715728;51.46084314;88.537;212.2985;7.5104;100.3542;11.8172;39.01715728;51.46084314;0
724;724;39.01710854;51.46079497;89.2746;212.2985;6.3401;100.3542;11.0796;39.01710854;51.46079497;0
725;725;39.01705473;51.46074179;92.7449;212.2985;6.9989;100.3542;7.6093;39.01705473;51.46074179;0
726;726;39.01699905;51.46068677;91.3831;212.2986;7.2421;99.3072;7.9241;39.01699905;51.46068677;0
727;727;39.01694798;51.4606363;91.7038;212.2986;6.6429;99.3072;7.6034;39.01694798;51.4606363;0
728;728;39.01690016;51.46058905;90.6169;212.2986;6.22;99.3072;8.6903;39.01690016;51.46058905;0
729;729;39.01685471;51.46054413;93.4348;212.2986;5.9118;99.3072;5.8724;39.01685471;51.46054413;0
730;730;39.01679532;51.46048545;91.6847;212.2987;7.724;99.565;7.8803;39.01679532;51.46048545;0
731;731;39.01673928;51.46043007;92.1428;212.2987;7.2893;99.565;7.4222;39.01673928;51.46043007;0
732;732;39.01669376;51.46038508;91.792;212.2987;5.9209;100.7844;8.9924;39.01669376;51.46038508;0
733;733;39.01663499;51.46032701;90.8995;212.2988;7.6438;100.7844;9.8849;39.01663499;51.46032701;0
734;734;39.01658536;51.46027796;91.9546;212.2988;6.4565;100.7844;8.8298;39.01658536;51.46027796;0
735;735;39.01653345;51.46022666;91.9375;212.2988;6.7519;100.7844;8.8469;39.01653345;51.46022666;0
736;736;39.01648464;51.46017843;90.1338;212.2988;6.3481;100.1428;10.009;39.01648464;51.46017843;0
737;737;39.01643708;51.46013143;92.389;212.2989;6.1866;102.9804;10.5914;39.01643708;51.46013143;0
738;738;39.01638132;51.46007633;91.2819;212.2989;7.2523;102.9804;11.6985;39.01638132;51.46007633;0
739;739;39.01633433;51.46002989;92.457;212.2989;6.1122;102.9804;10.5234;39.01633433;51.46002989;0
740;740;39.01628877;51.45998487;89.6424;212.299;5.9254;102.9804;13.338;39.01628877;51.45998487;0
741;741;39.01623254;51.4599293;82.5665;212.299;7.3148;102.9804;20.4139;39.01623254;51.4599293;0
742;742;39.0161793;51.45987669;82.058;212.299;6.924;102.9804;20.9224;39.0161793;51.45987669;0
743;743;39.01612898;51.45982697;82.6565;212.299;6.5451;109.0726;26.4161;39.01612898;51.45982697;0
744;744;39.01608309;51.45978162;84.9409;212.2991;5.9692;109.0726;24.1317;39.01608309;51.45978162;0
745;745;39.01602979;51.45972895;82.4779;212.2991;6.9327;109.0726;26.5947;39.01602979;51.45972895;0
746;746;39.01597424;51.45967405;82.8746;212.2991;7.2256;109.0726;26.198;39.01597424;51.45967405;0
747;747;39.01592455;51.45962494;83.1527;212.2992;6.4637;110.1002;26.9475;39.01592455;51.45962494;0
748;748;39.01586908;51.45957013;82.2042;212.2992;7.2144;116.8291;34.6249;39.01586908;51.45957013;0
